structure_id,chain_id,sasa
AF-P04085-F1-model_v1,A,22061.01
AF-P04090-F1-model_v1,A,20581.8
AF-P04114-F1-model_v1,A,83874.63
AF-P04118-F1-model_v1,A,8456.52
AF-P04141-F1-model_v1,A,10707.66
AF-P04150-F1-model_v1,A,78119.62
AF-P04155-F1-model_v1,A,7330.47
AF-P04156-F1-model_v1,A,24133.66
AF-P04179-F1-model_v1,A,13345.74
AF-P04180-F1-model_v1,A,21590.51
AF-P04181-F1-model_v1,A,23156.41
AF-P04183-F1-model_v1,A,16308.4
AF-P04196-F1-model_v1,A,47232.13
AF-P04198-F1-model_v1,A,56460.41
AF-P04201-F1-model_v1,A,20972.25
AF-P04211-F1-model_v1,A,8308.29
AF-P04216-F1-model_v1,A,11977.76
AF-P04217-F1-model_v1,A,28218.11
AF-P04233-F1-model_v1,A,32169.34
AF-P04234-F1-model_v1,A,16310.65
AF-P04259-F1-model_v1,A,61750.64
AF-P04264-F1-model_v1,A,70680.89
AF-P04271-F1-model_v1,A,6500.84
AF-P04275-F1-model_v1,A,75011.55
AF-P04278-F1-model_v1,A,22222.13
AF-P04279-F1-model_v1,A,65885.65
AF-P04280-F1-model_v1,A,49632.45
AF-P04350-F1-model_v1,A,18989.29
AF-P04406-F1-model_v1,A,15154.13
AF-P04424-F1-model_v1,A,23015.78
AF-P04430-F1-model_v1,A,8666.82
AF-P04432-F1-model_v1,A,8592.84
AF-P04433-F1-model_v1,A,8691.39
AF-P04435-F1-model_v1,A,8523.95
AF-P04437-F1-model_v1,A,9259.1
AF-P04439-F1-model_v1,A,25604.5
AF-P04440-F1-model_v1,A,20418.62
AF-P04553-F1-model_v1,A,7556.14
AF-P04554-F1-model_v1,A,15236.03
AF-P04626-F1-model_v1,A,85706.19
AF-P04628-F1-model_v1,A,23542.27
AF-P04629-F1-model_v1,A,50088.63
AF-P04632-F1-model_v1,A,18397.35
AF-P04637-F1-model_v1,A,35552.95
AF-P04731-F1-model_v1,A,4855.58
AF-P04732-F1-model_v1,A,4754.68
AF-P04733-F1-model_v1,A,4949.53
AF-P04746-F1-model_v1,A,19757.41
AF-P04792-F1-model_v1,A,20003.36
AF-P04798-F1-model_v1,A,24332.82
AF-P04808-F1-model_v1,A,19593.67
AF-P04818-F1-model_v1,A,17181.0
AF-P04839-F1-model_v1,A,29068.92
AF-P04843-F1-model_v1,A,35739.3
AF-P04844-F1-model_v1,A,38441.34
AF-P04899-F1-model_v1,A,18515.56
AF-P04908-F1-model_v1,A,12434.37
AF-P04920-F1-model_v1,A,99633.21
AF-P04921-F1-model_v1,A,14812.36
AF-P05000-F1-model_v1,A,12620.0
AF-P05013-F1-model_v1,A,11994.21
AF-P05014-F1-model_v1,A,11395.91
AF-P05015-F1-model_v1,A,11358.27
AF-P05019-F1-model_v1,A,21399.86
AF-P05023-F1-model_v1,A,47491.65
AF-P05026-F1-model_v1,A,19400.99
AF-P05060-F1-model_v1,A,92678.82
AF-P05062-F1-model_v1,A,15374.69
AF-P05067-F1-model_v1,A,70172.66
AF-P05089-F1-model_v1,A,13987.14
AF-P05090-F1-model_v1,A,11864.75
AF-P05091-F1-model_v1,A,23069.98
AF-P05093-F1-model_v1,A,24218.06
AF-P05106-F1-model_v1,A,47237.5
AF-P05107-F1-model_v1,A,47045.69
AF-P05108-F1-model_v1,A,27450.13
AF-P05109-F1-model_v1,A,6836.37
AF-P05111-F1-model_v1,A,30954.85
AF-P05112-F1-model_v1,A,10513.29
AF-P05113-F1-model_v1,A,12766.16
AF-P05114-F1-model_v1,A,13889.85
AF-P05120-F1-model_v1,A,20925.83
AF-P05121-F1-model_v1,A,19810.87
AF-P05129-F1-model_v1,A,40606.89
AF-P05141-F1-model_v1,A,16646.51
AF-P05154-F1-model_v1,A,23737.22
AF-P05155-F1-model_v1,A,34033.53
AF-P05156-F1-model_v1,A,32117.91
AF-P05160-F1-model_v1,A,48462.34
AF-P05161-F1-model_v1,A,10534.68
AF-P05162-F1-model_v1,A,6508.36
AF-P05164-F1-model_v1,A,33483.58
AF-P05165-F1-model_v1,A,38275.16
AF-P05166-F1-model_v1,A,26446.31
AF-P05177-F1-model_v1,A,24547.05
AF-P05181-F1-model_v1,A,22804.25
AF-P05186-F1-model_v1,A,25624.06
AF-P05187-F1-model_v1,A,26198.68
AF-P05198-F1-model_v1,A,22116.63
AF-P05204-F1-model_v1,A,12317.16
AF-P05230-F1-model_v1,A,8697.51
AF-P05231-F1-model_v1,A,15327.93
AF-P05305-F1-model_v1,A,25282.13
AF-P05362-F1-model_v1,A,35080.07
AF-P05386-F1-model_v1,A,10731.55
AF-P05387-F1-model_v1,A,11121.85
AF-P05388-F1-model_v1,A,23695.41
AF-P05408-F1-model_v1,A,23861.46
AF-P05412-F1-model_v1,A,40442.5
AF-P05413-F1-model_v1,A,7370.51
AF-P05423-F1-model_v1,A,48581.73
AF-P05451-F1-model_v1,A,11180.57
AF-P05452-F1-model_v1,A,15321.04
AF-P05455-F1-model_v1,A,33676.83
AF-P05496-F1-model_v1,A,13655.48
AF-P05538-F1-model_v1,A,21654.69
AF-P05543-F1-model_v1,A,21801.22
AF-P05546-F1-model_v1,A,30995.12
AF-P05549-F1-model_v1,A,44711.45
AF-P05556-F1-model_v1,A,47608.38
AF-P05771-F1-model_v1,A,38553.63
AF-P05783-F1-model_v1,A,43928.01
AF-P05787-F1-model_v1,A,50988.74
AF-P05813-F1-model_v1,A,11962.02
AF-P05814-F1-model_v1,A,29633.04
AF-P05937-F1-model_v1,A,13447.69
AF-P05976-F1-model_v1,A,14845.1
AF-P05981-F1-model_v1,A,21656.97
AF-P05997-F1-model_v1,A,164984.13
AF-P06028-F1-model_v1,A,9416.65
AF-P06126-F1-model_v1,A,21857.86
AF-P06127-F1-model_v1,A,41370.84
AF-P06132-F1-model_v1,A,15553.68
AF-P06133-F1-model_v1,A,26896.89
AF-P06213-F1-model_v1,A,90732.69
AF-P06239-F1-model_v1,A,30629.58
AF-P06241-F1-model_v1,A,33922.12
AF-P06276-F1-model_v1,A,28818.52
AF-P06280-F1-model_v1,A,20661.11
AF-P06307-F1-model_v1,A,13498.24
AF-P06310-F1-model_v1,A,8843.79
AF-P06312-F1-model_v1,A,8718.41
AF-P06315-F1-model_v1,A,8471.96
AF-P06331-F1-model_v1,A,9045.67
AF-P06340-F1-model_v1,A,18689.94
AF-P06396-F1-model_v1,A,39375.92
AF-P06400-F1-model_v1,A,64464.87
AF-P06401-F1-model_v1,A,95475.19
AF-P06454-F1-model_v1,A,14760.13
AF-P06493-F1-model_v1,A,15361.15
AF-P06576-F1-model_v1,A,28313.89
AF-P06681-F1-model_v1,A,36495.55
AF-P06702-F1-model_v1,A,8335.37
AF-P06703-F1-model_v1,A,6428.57
AF-P06727-F1-model_v1,A,33204.65
AF-P06729-F1-model_v1,A,32577.49
AF-P06730-F1-model_v1,A,14513.8
AF-P06731-F1-model_v1,A,43213.83
AF-P06732-F1-model_v1,A,16791.04
AF-P06733-F1-model_v1,A,16285.21
AF-P06734-F1-model_v1,A,27435.36
AF-P06737-F1-model_v1,A,35980.64
AF-P06744-F1-model_v1,A,25310.2
AF-P06746-F1-model_v1,A,18741.74
AF-P06748-F1-model_v1,A,28079.72
AF-P06753-F1-model_v1,A,29171.83
AF-P06756-F1-model_v1,A,59104.86
AF-P06850-F1-model_v1,A,24120.67
AF-P06858-F1-model_v1,A,24421.56
AF-P06865-F1-model_v1,A,23622.47
AF-P06870-F1-model_v1,A,13830.12
AF-P06899-F1-model_v1,A,12955.72
AF-P07093-F1-model_v1,A,19534.45
AF-P07098-F1-model_v1,A,18529.88
AF-P07099-F1-model_v1,A,21616.52
AF-P07101-F1-model_v1,A,32150.22
AF-P07108-F1-model_v1,A,5682.21
AF-P07148-F1-model_v1,A,7249.26
AF-P07195-F1-model_v1,A,16865.39
AF-P07196-F1-model_v1,A,61291.25
AF-P07197-F1-model_v1,A,113851.99
AF-P07199-F1-model_v1,A,50259.7
AF-P07202-F1-model_v1,A,49138.49
AF-P07204-F1-model_v1,A,42808.6
AF-P07205-F1-model_v1,A,18438.65
AF-P07225-F1-model_v1,A,40740.87
AF-P07237-F1-model_v1,A,30885.62
AF-P07288-F1-model_v1,A,14280.08
AF-P07305-F1-model_v1,A,22757.95
AF-P07306-F1-model_v1,A,24020.81
AF-P07307-F1-model_v1,A,25959.5
AF-P07311-F1-model_v1,A,6116.62
AF-P07315-F1-model_v1,A,8960.25
AF-P07316-F1-model_v1,A,8981.11
AF-P07320-F1-model_v1,A,8790.16
AF-P07327-F1-model_v1,A,15787.97
AF-P07332-F1-model_v1,A,54441.2
AF-P07333-F1-model_v1,A,62328.08
AF-P07339-F1-model_v1,A,19679.11
AF-P07355-F1-model_v1,A,17645.04
AF-P07357-F1-model_v1,A,34767.36
AF-P07358-F1-model_v1,A,37234.33
AF-P07359-F1-model_v1,A,63906.32
AF-P07360-F1-model_v1,A,13974.18
AF-P07384-F1-model_v1,A,36230.37
AF-P07437-F1-model_v1,A,19098.11
AF-P07438-F1-model_v1,A,4937.65
AF-P07451-F1-model_v1,A,11895.61
AF-P07476-F1-model_v1,A,66252.41
AF-P07477-F1-model_v1,A,12528.09
AF-P07478-F1-model_v1,A,12440.38
AF-P07492-F1-model_v1,A,18769.08
AF-P07498-F1-model_v1,A,23757.54
AF-P07510-F1-model_v1,A,35535.7
AF-P07550-F1-model_v1,A,31941.29
AF-P07585-F1-model_v1,A,21772.43
AF-P07602-F1-model_v1,A,44798.64
AF-P07686-F1-model_v1,A,27011.48
AF-P07711-F1-model_v1,A,16805.31
AF-P07737-F1-model_v1,A,7170.66
AF-P07738-F1-model_v1,A,12204.84
AF-P07741-F1-model_v1,A,9350.08
AF-P07766-F1-model_v1,A,20603.42
AF-P07814-F1-model_v1,A,89403.14
AF-P07858-F1-model_v1,A,16374.37
AF-P07864-F1-model_v1,A,16725.57
AF-P07900-F1-model_v1,A,46790.78
AF-P07902-F1-model_v1,A,20800.04
AF-P07910-F1-model_v1,A,33701.66
AF-P07911-F1-model_v1,A,40966.92
AF-P07919-F1-model_v1,A,8285.61
AF-P07942-F1-model_v1,A,120291.82
AF-P07947-F1-model_v1,A,34155.17
AF-P07948-F1-model_v1,A,31762.37
AF-P07949-F1-model_v1,A,73969.22
AF-P07951-F1-model_v1,A,29081.51
AF-P07954-F1-model_v1,A,27853.86
AF-P07988-F1-model_v1,A,33013.52
AF-P07992-F1-model_v1,A,25242.1
AF-P07996-F1-model_v1,A,72147.45
AF-P07998-F1-model_v1,A,10733.94
AF-P08034-F1-model_v1,A,21027.93
AF-P08047-F1-model_v1,A,88545.21
AF-P08048-F1-model_v1,A,87673.78
AF-P08069-F1-model_v1,A,89885.93
AF-P08100-F1-model_v1,A,16873.82
AF-P08118-F1-model_v1,A,9343.86
AF-P08123-F1-model_v1,A,149428.22
AF-P08133-F1-model_v1,A,30413.07
AF-P08134-F1-model_v1,A,11600.34
AF-P08138-F1-model_v1,A,37778.75
AF-P08151-F1-model_v1,A,129004.98
AF-P08172-F1-model_v1,A,37924.79
AF-P08173-F1-model_v1,A,39056.86
AF-P08174-F1-model_v1,A,33638.84
AF-P08183-F1-model_v1,A,66215.65
AF-P08185-F1-model_v1,A,21178.27
AF-P08195-F1-model_v1,A,43881.18
AF-P08217-F1-model_v1,A,13170.34
AF-P08218-F1-model_v1,A,13049.55
AF-P08235-F1-model_v1,A,104068.24
AF-P08236-F1-model_v1,A,30095.85
AF-P08237-F1-model_v1,A,31160.1
AF-P08238-F1-model_v1,A,45508.32
AF-P08240-F1-model_v1,A,46105.88
AF-P08243-F1-model_v1,A,21536.47
AF-P08246-F1-model_v1,A,16117.88
AF-P08247-F1-model_v1,A,23808.77
AF-P08253-F1-model_v1,A,34172.28
AF-P08254-F1-model_v1,A,24814.24
AF-P08263-F1-model_v1,A,12223.47
AF-P08294-F1-model_v1,A,16272.84
AF-P08311-F1-model_v1,A,14935.02
AF-P08319-F1-model_v1,A,16170.18
AF-P08397-F1-model_v1,A,17732.24
AF-P08473-F1-model_v1,A,34954.85
AF-P08476-F1-model_v1,A,32728.24
AF-P08493-F1-model_v1,A,9844.95
AF-P08514-F1-model_v1,A,59219.42
AF-P08519-F1-model_v1,A,102136.17
AF-P08559-F1-model_v1,A,20711.91
AF-P08567-F1-model_v1,A,21377.16
AF-P08571-F1-model_v1,A,23680.77
AF-P08572-F1-model_v1,A,197600.5
AF-P08574-F1-model_v1,A,25685.79
AF-P08575-F1-model_v1,A,92301.74
AF-P08579-F1-model_v1,A,15975.85
AF-P08581-F1-model_v1,A,80119.5
AF-P08582-F1-model_v1,A,36391.94
AF-P08588-F1-model_v1,A,39189.79
AF-P08590-F1-model_v1,A,15452.35
AF-P08603-F1-model_v1,A,83915.03
AF-P08620-F1-model_v1,A,15670.43
AF-P08621-F1-model_v1,A,48379.87
AF-P08631-F1-model_v1,A,32791.8
AF-P08637-F1-model_v1,A,19712.11
AF-P08648-F1-model_v1,A,60271.38
AF-P08651-F1-model_v1,A,51303.79
AF-P08670-F1-model_v1,A,50073.98
AF-P08684-F1-model_v1,A,24371.28
AF-P08686-F1-model_v1,A,25466.95
AF-P08697-F1-model_v1,A,32418.71
AF-P08700-F1-model_v1,A,11471.18
AF-P08708-F1-model_v1,A,12444.58
AF-P08709-F1-model_v1,A,29881.04
AF-P08727-F1-model_v1,A,40967.39
AF-P08729-F1-model_v1,A,50760.6
AF-P08754-F1-model_v1,A,18612.33
AF-P08758-F1-model_v1,A,14995.51
AF-P08779-F1-model_v1,A,51110.79
AF-P08833-F1-model_v1,A,20887.34
AF-P08842-F1-model_v1,A,26571.2
AF-P08861-F1-model_v1,A,14336.7
AF-P08865-F1-model_v1,A,21940.94
AF-P08887-F1-model_v1,A,38931.46
AF-P08908-F1-model_v1,A,32067.68
AF-P08910-F1-model_v1,A,20764.5
AF-P08912-F1-model_v1,A,48516.35
AF-P08913-F1-model_v1,A,39282.96
AF-P08922-F1-model_v1,A,142428.04
AF-P08949-F1-model_v1,A,14763.86
AF-P08962-F1-model_v1,A,15447.97
AF-P08F94-F1-model_v1,A,73654.26
AF-P09001-F1-model_v1,A,25024.11
AF-P09012-F1-model_v1,A,24146.99
AF-P09016-F1-model_v1,A,30320.83
AF-P09017-F1-model_v1,A,32062.0
AF-P09038-F1-model_v1,A,27266.94
AF-P09067-F1-model_v1,A,32079.41
AF-P09086-F1-model_v1,A,54577.46
AF-P09093-F1-model_v1,A,14619.88
AF-P09104-F1-model_v1,A,16215.32
AF-P09105-F1-model_v1,A,8053.52
AF-P09110-F1-model_v1,A,20156.97
AF-P09131-F1-model_v1,A,28654.45
AF-P09132-F1-model_v1,A,11042.96
AF-P09172-F1-model_v1,A,32024.91
AF-P09210-F1-model_v1,A,12240.02
AF-P09211-F1-model_v1,A,10223.99
AF-P09228-F1-model_v1,A,10554.88
AF-P09234-F1-model_v1,A,18498.51
AF-P09237-F1-model_v1,A,16081.95
AF-P09238-F1-model_v1,A,25795.29
AF-P09326-F1-model_v1,A,18151.77
AF-P09327-F1-model_v1,A,43677.5
AF-P09341-F1-model_v1,A,9641.4
AF-P09382-F1-model_v1,A,6868.52
AF-P09417-F1-model_v1,A,11888.99
AF-P09429-F1-model_v1,A,20244.95
AF-P09430-F1-model_v1,A,7852.55
AF-P09455-F1-model_v1,A,7664.48
AF-P09466-F1-model_v1,A,10874.51
AF-P09467-F1-model_v1,A,15938.45
AF-P09471-F1-model_v1,A,18230.34
AF-P09486-F1-model_v1,A,22513.96
AF-P09488-F1-model_v1,A,11334.38
AF-P09493-F1-model_v1,A,28805.01
AF-P09496-F1-model_v1,A,25903.32
AF-P09497-F1-model_v1,A,23814.39
AF-P09525-F1-model_v1,A,15059.16
AF-P09529-F1-model_v1,A,28680.7
AF-P09543-F1-model_v1,A,24683.48
AF-P09544-F1-model_v1,A,23108.27
AF-P09564-F1-model_v1,A,20934.24
AF-P09565-F1-model_v1,A,14961.2
AF-P09601-F1-model_v1,A,20654.15
AF-P09603-F1-model_v1,A,61614.53
AF-P09619-F1-model_v1,A,79756.36
AF-P09622-F1-model_v1,A,27155.39
AF-P09629-F1-model_v1,A,25689.63
AF-P09630-F1-model_v1,A,29444.37
AF-P09651-F1-model_v1,A,33237.17
AF-P09661-F1-model_v1,A,17315.97
AF-P09668-F1-model_v1,A,17029.79
AF-P09669-F1-model_v1,A,8133.71
AF-P09681-F1-model_v1,A,17222.83
AF-P09683-F1-model_v1,A,14608.65
AF-P09693-F1-model_v1,A,18287.07
AF-P09758-F1-model_v1,A,24083.2
AF-P09769-F1-model_v1,A,31145.4
AF-P09848-F1-model_v1,A,83792.73
AF-P09871-F1-model_v1,A,38991.92
AF-P09874-F1-model_v1,A,59512.53
AF-P09884-F1-model_v1,A,99055.77
AF-P09912-F1-model_v1,A,13035.43
AF-P09913-F1-model_v1,A,25583.27
AF-P09914-F1-model_v1,A,24221.12
AF-P09917-F1-model_v1,A,27318.32
AF-P09919-F1-model_v1,A,13059.27
AF-P09923-F1-model_v1,A,25529.68
AF-P09936-F1-model_v1,A,11150.28
AF-P09958-F1-model_v1,A,49436.87
AF-P09960-F1-model_v1,A,24038.38
AF-P09972-F1-model_v1,A,15248.98
AF-P0C024-F1-model_v1,A,12538.25
AF-P0C025-F1-model_v1,A,18780.2
AF-P0C091-F1-model_v1,A,121304.18
AF-P0C0E4-F1-model_v1,A,20798.72
AF-P0C0L4-F1-model_v1,A,87901.56
AF-P0C0L5-F1-model_v1,A,87152.69
AF-P0C0P6-F1-model_v1,A,10524.03
AF-P0C0S5-F1-model_v1,A,11804.48
AF-P0C0S8-F1-model_v1,A,12417.63
AF-P0C1H6-F1-model_v1,A,16725.89
AF-P0C1S8-F1-model_v1,A,51716.28
AF-P0C1Z6-F1-model_v1,A,31443.86
AF-P0C221-F1-model_v1,A,84438.5
AF-P0C263-F1-model_v1,A,19205.1
AF-P0C264-F1-model_v1,A,20954.1
AF-P0C2L3-F1-model_v1,A,20553.04
AF-P0C2S0-F1-model_v1,A,9117.82
AF-P0C2W1-F1-model_v1,A,16175.64
AF-P0C2W7-F1-model_v1,A,38618.31
AF-P0C2Y1-F1-model_v1,A,52134.91
AF-P0C5J1-F1-model_v1,A,17070.26
AF-P0C5K6-F1-model_v1,A,4136.26
AF-P0C5K7-F1-model_v1,A,17835.91
AF-P0C5Y4-F1-model_v1,A,12635.1
AF-P0C5Y9-F1-model_v1,A,10791.49
AF-P0C5Z0-F1-model_v1,A,10855.53
AF-P0C604-F1-model_v1,A,17342.2
AF-P0C617-F1-model_v1,A,19211.53
AF-P0C623-F1-model_v1,A,16067.37
AF-P0C626-F1-model_v1,A,17642.16
AF-P0C628-F1-model_v1,A,16686.65
AF-P0C629-F1-model_v1,A,17231.4
AF-P0C645-F1-model_v1,A,17459.44
AF-P0C646-F1-model_v1,A,16437.28
AF-P0C671-F1-model_v1,A,80458.25
AF-P0C672-F1-model_v1,A,16326.41
AF-P0C6A0-F1-model_v1,A,30913.09
AF-P0C6C1-F1-model_v1,A,61852.5
AF-P0C6P0-F1-model_v1,A,7647.75
AF-P0C6S8-F1-model_v1,A,37925.56
AF-P0C6T2-F1-model_v1,A,3872.83
AF-P0C7A2-F1-model_v1,A,50389.25
AF-P0C7H8-F1-model_v1,A,13054.8
AF-P0C7H9-F1-model_v1,A,44210.88
AF-P0C7I0-F1-model_v1,A,43977.27
AF-P0C7I6-F1-model_v1,A,32969.97
AF-P0C7L1-F1-model_v1,A,8689.15
AF-P0C7M3-F1-model_v1,A,11589.53
AF-P0C7M4-F1-model_v1,A,34444.41
AF-P0C7M6-F1-model_v1,A,17736.41
AF-P0C7M7-F1-model_v1,A,28100.63
AF-P0C7M8-F1-model_v1,A,18684.78
AF-P0C7N1-F1-model_v1,A,17904.6
AF-P0C7N4-F1-model_v1,A,37212.76
AF-P0C7N5-F1-model_v1,A,16871.43
AF-P0C7N8-F1-model_v1,A,16061.78
AF-P0C7P0-F1-model_v1,A,10359.76
AF-P0C7P1-F1-model_v1,A,65019.24
AF-P0C7P2-F1-model_v1,A,13050.18
AF-P0C7P3-F1-model_v1,A,47098.84
AF-P0C7P4-F1-model_v1,A,24491.37
AF-P0C7Q2-F1-model_v1,A,14735.06
AF-P0C7Q5-F1-model_v1,A,18183.86
AF-P0C7Q6-F1-model_v1,A,18480.48
AF-P0C7T2-F1-model_v1,A,16179.34
AF-P0C7T3-F1-model_v1,A,17255.66
AF-P0C7T5-F1-model_v1,A,82104.35
AF-P0C7T7-F1-model_v1,A,51234.91
AF-P0C7T8-F1-model_v1,A,18467.41
AF-P0C7U0-F1-model_v1,A,78767.38
AF-P0C7U1-F1-model_v1,A,12394.38
AF-P0C7U3-F1-model_v1,A,26623.51
AF-P0C7U9-F1-model_v1,A,30099.42
AF-P0C7V0-F1-model_v1,A,36579.07
AF-P0C7V4-F1-model_v1,A,61612.6
AF-P0C7V6-F1-model_v1,A,92949.3
AF-P0C7V7-F1-model_v1,A,12542.0
AF-P0C7V8-F1-model_v1,A,44818.61
AF-P0C7V9-F1-model_v1,A,20924.53
AF-P0C7W0-F1-model_v1,A,23683.73
AF-P0C7W6-F1-model_v1,A,26887.03
AF-P0C7W8-F1-model_v1,A,61395.82
AF-P0C7W9-F1-model_v1,A,61050.29
AF-P0C7X0-F1-model_v1,A,61006.7
AF-P0C7X1-F1-model_v1,A,47601.51
AF-P0C7X2-F1-model_v1,A,27882.1
AF-P0C7X3-F1-model_v1,A,27874.31
AF-P0C7X4-F1-model_v1,A,14682.39
AF-P0C7X5-F1-model_v1,A,57378.05
AF-P0C841-F1-model_v1,A,5081.7
AF-P0C842-F1-model_v1,A,10890.06
AF-P0C843-F1-model_v1,A,10380.89
AF-P0C851-F1-model_v1,A,14871.76
AF-P0C853-F1-model_v1,A,13238.47
AF-P0C854-F1-model_v1,A,27321.22
AF-P0C860-F1-model_v1,A,43939.58
AF-P0C862-F1-model_v1,A,33409.24
AF-P0C864-F1-model_v1,A,21215.15
AF-P0C866-F1-model_v1,A,21215.0
AF-P0C869-F1-model_v1,A,33614.81
AF-P0C870-F1-model_v1,A,14590.18
AF-P0C874-F1-model_v1,A,117606.94
AF-P0C875-F1-model_v1,A,36598.93
AF-P0C879-F1-model_v1,A,18515.53
AF-P0C880-F1-model_v1,A,17171.19
AF-P0C881-F1-model_v1,A,68199.91
AF-P0C8F1-F1-model_v1,A,8014.95
AF-P0CAP1-F1-model_v1,A,51421.38
AF-P0CAP2-F1-model_v1,A,44819.31
AF-P0CAT3-F1-model_v1,A,16423.3
AF-P0CB33-F1-model_v1,A,38816.94
AF-P0CB38-F1-model_v1,A,23984.02
AF-P0CB47-F1-model_v1,A,37528.72
AF-P0CB48-F1-model_v1,A,38260.28
AF-P0CE67-F1-model_v1,A,10159.05
AF-P0CE71-F1-model_v1,A,6099.89
AF-P0CE72-F1-model_v1,A,6193.44
AF-P0CF51-F1-model_v1,A,13668.16
AF-P0CF74-F1-model_v1,A,6504.1
AF-P0CF75-F1-model_v1,A,23786.79
AF-P0CF97-F1-model_v1,A,41313.58
AF-P0CG00-F1-model_v1,A,53778.16
AF-P0CG01-F1-model_v1,A,12141.4
AF-P0CG04-F1-model_v1,A,6525.51
AF-P0CG08-F1-model_v1,A,29206.56
AF-P0CG12-F1-model_v1,A,68007.52
AF-P0CG13-F1-model_v1,A,10139.32
AF-P0CG20-F1-model_v1,A,70672.03
AF-P0CG21-F1-model_v1,A,6560.33
AF-P0CG22-F1-model_v1,A,16293.17
AF-P0CG23-F1-model_v1,A,73859.02
AF-P0CG24-F1-model_v1,A,29376.92
AF-P0CG29-F1-model_v1,A,11924.59
AF-P0CG30-F1-model_v1,A,11843.75
AF-P0CG31-F1-model_v1,A,46610.74
AF-P0CG32-F1-model_v1,A,37987.64
AF-P0CG33-F1-model_v1,A,79229.75
AF-P0CG34-F1-model_v1,A,5648.42
AF-P0CG35-F1-model_v1,A,5623.54
AF-P0CG36-F1-model_v1,A,24693.86
AF-P0CG37-F1-model_v1,A,24814.27
AF-P0CG38-F1-model_v1,A,85714.79
AF-P0CG39-F1-model_v1,A,80063.27
AF-P0CG40-F1-model_v1,A,55493.46
AF-P0CG41-F1-model_v1,A,89930.65
AF-P0CG42-F1-model_v1,A,48205.05
AF-P0CG43-F1-model_v1,A,48642.51
AF-P0CG47-F1-model_v1,A,13550.96
AF-P0CG48-F1-model_v1,A,39394.68
AF-P0CH98-F1-model_v1,A,17024.28
AF-P0CH99-F1-model_v1,A,28856.53
AF-P0CI00-F1-model_v1,A,27899.88
AF-P0CI01-F1-model_v1,A,43083.66
AF-P0CI25-F1-model_v1,A,26673.17
AF-P0CI26-F1-model_v1,A,26756.23
AF-P0CJ68-F1-model_v1,A,3015.95
AF-P0CJ69-F1-model_v1,A,3114.7
AF-P0CJ70-F1-model_v1,A,2927.71
AF-P0CJ71-F1-model_v1,A,3251.67
AF-P0CJ72-F1-model_v1,A,2944.22
AF-P0CJ73-F1-model_v1,A,3671.77
AF-P0CJ74-F1-model_v1,A,2701.97
AF-P0CJ75-F1-model_v1,A,2964.2
AF-P0CJ76-F1-model_v1,A,3638.83
AF-P0CJ77-F1-model_v1,A,2886.13
AF-P0CJ78-F1-model_v1,A,104452.4
AF-P0CJ79-F1-model_v1,A,66326.9
AF-P0CJ85-F1-model_v1,A,45908.2
AF-P0CJ86-F1-model_v1,A,47352.5
AF-P0CJ87-F1-model_v1,A,46451.66
AF-P0CJ88-F1-model_v1,A,46808.72
AF-P0CJ89-F1-model_v1,A,46530.62
AF-P0CJ90-F1-model_v1,A,46969.03
AF-P0CJ92-F1-model_v1,A,72848.27
AF-P0CK96-F1-model_v1,A,27714.39
AF-P0CK97-F1-model_v1,A,29467.12
AF-P0CL80-F1-model_v1,A,15885.14
AF-P0CL81-F1-model_v1,A,15946.08
AF-P0CL82-F1-model_v1,A,15899.07
AF-P0CL83-F1-model_v1,A,16223.18
AF-P0CL84-F1-model_v1,A,8057.36
AF-P0CL85-F1-model_v1,A,8073.56
AF-P0CV98-F1-model_v1,A,26149.53
AF-P0CV99-F1-model_v1,A,27993.42
AF-P0CW00-F1-model_v1,A,26088.67
AF-P0CW01-F1-model_v1,A,25951.56
AF-P0CW18-F1-model_v1,A,42765.95
AF-P0CW19-F1-model_v1,A,13046.77
AF-P0CW20-F1-model_v1,A,12679.66
AF-P0CW21-F1-model_v1,A,6070.0
AF-P0CW23-F1-model_v1,A,7773.71
AF-P0CW24-F1-model_v1,A,31556.54
AF-P0CW27-F1-model_v1,A,50800.59
AF-P0CZ25-F1-model_v1,A,21621.37
AF-P0DH78-F1-model_v1,A,14898.91
AF-P0DI80-F1-model_v1,A,6375.6
AF-P0DI81-F1-model_v1,A,8270.85
AF-P0DI82-F1-model_v1,A,8320.53
AF-P0DJ07-F1-model_v1,A,8163.51
AF-P0DJ93-F1-model_v1,A,11041.16
AF-P0DJD0-F1-model_v1,A,148917.72
AF-P0DJD1-F1-model_v1,A,147558.57
AF-P0DJD3-F1-model_v1,A,64979.53
AF-P0DJD4-F1-model_v1,A,64881.61
AF-P0DJD7-F1-model_v1,A,16808.34
AF-P0DJD8-F1-model_v1,A,16849.05
AF-P0DJD9-F1-model_v1,A,16769.03
AF-P0DJG4-F1-model_v1,A,61912.7
AF-P0DJH9-F1-model_v1,A,18726.93
AF-P0DJI8-F1-model_v1,A,8203.01
AF-P0DJI9-F1-model_v1,A,8197.54
AF-P0DJJ0-F1-model_v1,A,37321.48
AF-P0DJR0-F1-model_v1,A,11440.82
AF-P0DKB5-F1-model_v1,A,27161.21
AF-P0DKB6-F1-model_v1,A,13706.83
AF-P0DKL9-F1-model_v1,A,14937.7
AF-P0DKV0-F1-model_v1,A,157085.44
